Frozen Lemondade|cold|large|3.25|cold-frozen-lemonade.png|Perfectly refreshing, this frozen drink blended with real lemon is sweetened and served icy cold.
Fruit Smoothie|cold|reg|5.25|cold-fruit-smoothie.png|A refreshingly cold beverage, blended with real fruit puree and our deliciously creamy Greek yogurt.
Fruit Smoothie|cold|large|6.25|cold-fruit-smoothie.png|A refreshingly cold beverage, blended with real fruit puree and our deliciously creamy Greek yogurt.
Iced Latte|cold|reg|4.50|cold-iced-latte.png|Enjoy premium Espresso blended with milk served sweetened and poured over ice.
Iced Latte|cold|large|5.25|cold-iced-latte.png|Enjoy premium Espresso blended with milk served sweetened and poured over ice.
Iced Chocolate Latte|cold|reg|5.25|cold-iced-chocolate-latte.png|Pure, icy indulgence. Premium Espresso blended with chocolate milk poured over ice and finished with whipped topping and chocolaty drizzle.
Iced Chocolate Latte|cold|large|6.25|cold-iced-chocolate-latte.png|Pure, icy indulgence. Premium Espresso blended with chocolate milk poured over ice and finished with whipped topping and chocolaty drizzle.
Iced Coffee|cold|reg|2.65|cold-iced-coffee.png|The refreshing way to enjoy your favourite coffee. Sweet and creamy, we chill our premium blend coffee and serve it cold over ice.
Iced Coffee|cold|large|3.25|cold-iced-coffee.png|The refreshing way to enjoy your favourite coffee. Sweet and creamy, we chill our premium blend coffee and serve it cold over ice.
Iced Capp|cold|reg|4.50|cold-iced-capp.png|Our Iced Capp has a signature deep down, creamy cool taste that will satisfy your cravings.
Iced Capp|cold|large|5.25|cold-iced-capp.png|Our Iced Capp has a signature deep down, creamy cool taste that will satisfy your cravings.
Bagel B.E.L.T|breakf|bacon|5.75|breakf-bagel-belt.png|Breakfast should come in 5 layers. Bacon, seasoned egg omelette, lettuce, tomato and processed cheese, stacked on a bagel. Y.E.S.
Bagel B.E.L.T|breakf|sausage|5.75|breakf-bagel-belt.png|Breakfast should come in 5 layers. Bacon, seasoned egg omelette, lettuce, tomato and processed cheese, stacked on a bagel. Y.E.S.
Bagel B.E.L.T|breakf|turkey|5.75|breakf-bagel-belt.png|Breakfast should come in 5 layers. Bacon, seasoned egg omelette, lettuce, tomato and processed cheese, stacked on a bagel. Y.E.S.
Bagel B.E.L.T|breakf|egg|5.75|breakf-bagel-belt.png|Breakfast should come in 5 layers. Bacon, seasoned egg omelette, lettuce, tomato and processed cheese, stacked on a bagel. Y.E.S.
Flatbread Breakfast Panini|breakf|sausage|4.75|breakf-flatbread-breakfast-panini.png|Breakfast that’s dressed to grill. Choose sausage, bacon or turkey sausage layered with seasoned egg omelette on flatbread. As delicious as it sounds.
Flatbread Breakfast Panini|breakf|turkey|4.75|breakf-flatbread-breakfast-panini.png|Prepared fresh and grilled to order. Choose from sausage, bacon or turkey sausage.
Flatbread Breakfast Panini|breakf|bacon|4.75|breakf-flatbread-breakfast-panini.png|Prepared fresh and grilled to order. Choose from sausage, bacon or turkey sausage.
Flatbread Breakfast Panini|breakf|egg|4.75|breakf-flatbread-breakfast-panini.png|Prepared fresh and grilled to order. Choose from sausage, bacon or turkey sausage.
Grilled Breakfast Wraps|breakf|sausage|4.75|breakf-grilled-breakfast-wraps.png|Wrap up your morning with a Tims breakfast wrap, stuffed with seasoned egg, sausage or bacon and shredded cheese, grilled to hot melted perfection.
Grilled Breakfast Wraps|breakf|turkey|4.75|breakf-grilled-breakfast-wraps.png|Wrap up your morning with a Tims breakfast wrap, stuffed with seasoned egg, sausage or bacon and shredded cheese, grilled to hot melted perfection.
Grilled Breakfast Wraps|breakf|bacon|4.75|breakf-grilled-breakfast-wraps.png|Wrap up your morning with a Tims breakfast wrap, stuffed with seasoned egg, sausage or bacon and shredded cheese, grilled to hot melted perfection.
Grilled Breakfast Wraps|breakf|egg|4.75|breakf-grilled-breakfast-wraps.png|Wrap up your morning with a Tims breakfast wrap, stuffed with seasoned egg, sausage or bacon and shredded cheese, grilled to hot melted perfection.
Hash Brown|breakf||1.25|breakf-hash-brown.png|Make breakfast a meal by adding a Crispy, Golden Hash Brown to your sandwich and Always Fresh Coffee.
Homestyle Oatmeal|breakf|maple|2.25|breakf-homestyle-oatmeal.png|Oatmeal the way grandma used to make it. Slow cooked and available in Maple or Mixed Berries.
Homestyle Oatmeal|breakf|berries|2.25|breakf-homestyle-oatmeal.png|Oatmeal the way grandma used to make it. Slow cooked and available in Maple or Mixed Berries.
Hot Breakfast Sandwich|breakf|sausage|3.75|breakf-hot-breakfast-sandwich.png|A Tims breakfast classic. Choose from a variety of meats on a Homestyle Biscuit, English Muffin or Bagel.
Hot Breakfast Sandwich|breakf|bacon|3.75|breakf-hot-breakfast-sandwich.png|A Tims breakfast classic. Choose from a variety of meats on a Homestyle Biscuit, English Muffin or Bagel.
Hot Breakfast Sandwich|breakf|egg|3.75|breakf-hot-breakfast-sandwich.png|A Tims breakfast classic. Choose from a variety of meats on a Homestyle Biscuit, English Muffin or Bagel.
Hot Breakfast Sandwich|breakf|turkey|3.75|breakf-hot-breakfast-sandwich.png|A Tims breakfast classic. Choose from a variety of meats on a Homestyle Biscuit, English Muffin or Bagel.
Bacon Tomato and Cheese Panini|meal||5.45|meal-bacon-tomato-and-cheese-panini.png|Crispy bacon strips, tomatoes, processed cheddar cheese and light mayonnaise.
Steak and Cheese Panini|meal||6.50|meal-steak-and-cheese-panini.png|Made with 100% Canadian beef steak.
Tuscan Chicken Panini|meal||5.75|meal-tuscan-chicken-panini.png|Seasoned chicken strips, tomatoes, red onions, processed mozzarella cheese and sundried tomato sauce.
Grilled Cheese|meal||4.75|meal-grilled-cheese-panini.png|Melted sliced processed mozzarella and cheddar cheese.
Turkey Bacon Club Sandwich|meal||5.75|meal-turkey-bacon-club-sandwich.png|Smoked turkey, crispy bacon, lettuce, tomato and honey mustard sauce served on a homestyle soft bun.
Ham and Swiss Sandwich|meal||5.75|meal-ham-and-swiss-sandwich.png|Black Forest ham, Swiss cheese, lettuce, tomato and ranch dressing served on a homestyle soft bun.
BLT Sandwich|meal||6.25|meal-blt-sandwich.png|Crispy bacon strips, tomato, lettuce and light mayonnaise served on a fresh baked homestyle soft bun.
Chicken Salad Sandwich|meal||5.75|meal-chicken-salad-sandwich.png|Seasoned chicken, onion, celery and pimentos mixed with mayonnaise and pepper. Topped with lettuce and tomato.
Extreme Italian Sandwich|meal||6.75|meal-extreme-italian-sandwich.png|Enjoy bold and zesty layers of delicious meats on a parmesan and herb topped bun.
Chicken Ranch Wrap|meal||4.75|meal-chicken-ranch-wrap.png|Warm, seasoned chicken strips, leaf lettuce, tomatoes and ranch dressing on a whole wheat tortilla.
Chicken Chipotle Wrap|meal||5.75|meal-chicken-chipotle-wrap.png|Seasoned chicken, with tomatoes, lettuce and Chipotle Sauce all cradled in a whole wheat tortilla wrap.
Chicken Salad Wrap|meal||5.25|meal-chicken-salad-wrap.png|Seasoned chicken, onion, celery, pimentos, mixed with mayonnaise and pepper on a whole wheat tortilla.
Crispy Chicken Sandwich|meal||5.25|meal-crispy-chicken-sandwich.png|Craving Crispy? Our Crispy Chicken Sandwich is made fresh to order with classic home-style ingredients.
Chili|meal||3.75|meal-chili.png|Homestyle chili, the way it was intended. Ground beef, kidney beans, tomatoes and more simmered to perfection.
Soup|meal||2.75|meal-soup.png|A Guest favourite for years, our revolving menu of soups are guaranteed to satisfy and warm the soul.
Timbits|snack|6|1.75|snack-timbits.png|A guest favourite since, well, forever. These bite-sized blasts of flavour come in various Snack Pack sizes, so pick one up today!
Timbits|snack|10|2.75|snack-timbits.png|A guest favourite since, well, forever. These bite-sized blasts of flavour come in various Snack Pack sizes, so pick one up today!
Timbits|snack|20|4.75|snack-timbits.png|A guest favourite since, well, forever. These bite-sized blasts of flavour come in various Snack Pack sizes, so pick one up today!
Donuts|snack|1|0.95|snack-donuts.png|Single or by the dozen, Tims donuts are the snacks perfect moments are made of.
Donuts|snack|6|3.75|snack-donuts.png|Single or by the dozen, Tims donuts are the snacks perfect moments are made of.
Donuts|snack|12|5.95|snack-donuts.png|Single or by the dozen, Tims donuts are the snacks perfect moments are made of.
Muffins|snack||1.75|snack-muffins.png|Available any time of day, Tims muffins are the perfect compliment to our Always Fresh coffee.
Cookies|snack||1.25|snack-cookies.png|Delicious cookies in various varieties to suit everyone’s taste buds. Selection varies by restaurant.
Croissant|snack||1.25|snack-croissant.png|Looking for something special? Fall in love with our croissants.
Bagels|snack|plain|1.75|snack-bagels.png|Plain or toasted, buttered or slathered in cream cheese spread, everyone loves a bagel. Our great selection proves it.
Bagels|snack|four cheese|1.75|snack-bagels.png|Plain or toasted, buttered or slathered in cream cheese spread, everyone loves a bagel. Our great selection proves it.
Bagels|snack|sesame seed|1.75|snack-bagels.png|Plain or toasted, buttered or slathered in cream cheese spread, everyone loves a bagel. Our great selection proves it.
Bagels|snack|12 grain|1.75|snack-bagels.png|Plain or toasted, buttered or slathered in cream cheese spread, everyone loves a bagel. Our great selection proves it.
Loose Leaf Steeped Tea|tea||1.75|tea-loose-leaf-steeped-tea.png|Our unique Steeped process gently coaxes out the flavour of our loose-leaf Orange Pekoe tea, for a consistent, great tasting cup of Tea every time.
Green Tea|tea||1.75|tea-specialty-tea.png|With so many Tim Hortons gourmet specialty teas to choose from, there's one for all your tea-savouring moments.
Specialty Tea|tea|green tea|1.75|tea-specialty-tea.png|With so many Tim Hortons gourmet specialty teas to choose from, there's one for all your tea-savouring moments.
Specialty Tea|tea|honey lemon|1.75|tea-specialty-tea.png|With so many Tim Hortons gourmet specialty teas to choose from, there's one for all your tea-savouring moments.
Specialty Tea|tea|apple cinnamon|1.75|tea-specialty-tea.png|With so many Tim Hortons gourmet specialty teas to choose from, there's one for all your tea-savouring moments.
Specialty Tea|tea|blueberry white|1.75|tea-specialty-tea.png|With so many Tim Hortons gourmet specialty teas to choose from, there's one for all your tea-savouring moments.
Specialty Tea|tea|pomegranate white|1.75|tea-specialty-tea.png|With so many Tim Hortons gourmet specialty teas to choose from, there's one for all your tea-savouring moments.
Specialty Tea|tea|chamomile|1.75|tea-specialty-tea.png|With so many Tim Hortons gourmet specialty teas to choose from, there's one for all your tea-savouring moments.
Specialty Tea|tea|peppermint|1.75|tea-specialty-tea.png|With so many Tim Hortons gourmet specialty teas to choose from, there's one for all your tea-savouring moments.
Specialty Tea|tea|chai tea|1.75|tea-specialty-tea.png|With so many Tim Hortons gourmet specialty teas to choose from, there's one for all your tea-savouring moments.
Specialty Tea|tea|orange pekoe|1.75|tea-specialty-tea.png|With so many Tim Hortons gourmet specialty teas to choose from, there's one for all your tea-savouring moments.
Specialty Tea|tea|earl grey|1.75|tea-specialty-tea.png|With so many Tim Hortons gourmet specialty teas to choose from, there's one for all your tea-savouring moments.
Specialty Tea|tea|english breakfast|1.75|tea-specialty-tea.png|With so many Tim Hortons gourmet specialty teas to choose from, there's one for all your tea-savouring moments.
Specialty Tea|tea|decaf orange pekoe|1.75|tea-specialty-tea.png|With so many Tim Hortons gourmet specialty teas to choose from, there's one for all your tea-savouring moments.
